2025/11/07 13:08更新,#genre#
纬来综合,http://hk.mushui.tk/mqlive/live.php?ip=60.250.121.103&url=http://60.250.121.103:5003/live1044.m3u8
纬来综合,http://hk.mushui.tk/mqlive/live.php?ip=61.216.180.81&url=http://61.216.180.81:5003/live1044.m3u8
纬来综合,http://hk.mushui.tk/mqlive/live.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1044.m3u8
纬来综合,http://hk.mushui.tk/mqlive/live.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1044.m3u8
中视,http://hk.mushui.tk/mqlive/live.php?ip=60.250.121.103&url=http://60.250.121.103:5003/live1048.m3u8
中视,http://hk.mushui.tk/mqlive/live.php?ip=61.216.180.81&url=http://61.216.180.81:5003/live1048.m3u8
中视,http://hk.mushui.tk/mqlive/live.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1048.m3u8
中视新闻台,http://hk.mushui.tk/mqlive/live.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1115.m3u8
中天新闻,http://hk.mushui.tk/mqlive/live.php?ip=218.32.247.100&url=http://218.32.247.100:5003/live1015.m3u8
中天新闻,http://hk.mushui.tk/mqlive/live.php?ip=60.250.121.103&url=http://60.250.121.103:5003/live1015.m3u8
中天新闻,http://hk.mushui.tk/mqlive/live.php?ip=61.216.180.81&url=http://61.216.180.81:5003/live1675.m3u8
中天新闻,http://hk.mushui.tk/mqlive/live.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1015.m3u8
中天新闻,http://hk.mushui.tk/mqlive/live.php?ip=61.220.72.26&url=http://61.220.72.26:5003/live1015.m3u8
中天新闻,http://hk.mushui.tk/mqlive/live.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1015.m3u8
中天娱乐,http://hk.mushui.tk/mqlive/live.php?ip=218.32.247.100&url=http://218.32.247.100:5003/live1023.m3u8
中天娱乐,http://hk.mushui.tk/mqlive/live.php?ip=61.216.180.81&url=http://61.216.180.81:5003/live1023.m3u8
中天娱乐,http://hk.mushui.tk/mqlive/live.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1023.m3u8
中天娱乐,http://hk.mushui.tk/mqlive/live.php?ip=61.220.72.26&url=http://61.220.72.26:5003/live1023.m3u8
中天娱乐,http://hk.mushui.tk/mqlive/live.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1023.m3u8
中天综合,http://hk.mushui.tk/mqlive/live.php?ip=218.32.247.100&url=http://218.32.247.100:5003/live1022.m3u8
中天综合,http://hk.mushui.tk/mqlive/live.php?ip=61.216.180.81&url=http://61.216.180.81:5003/live1022.m3u8
中天综合,http://hk.mushui.tk/mqlive/live.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1022.m3u8
中天综合,http://hk.mushui.tk/mqlive/live.php?ip=61.220.72.26&url=http://61.220.72.26:5003/live1022.m3u8
中天综合,http://hk.mushui.tk/mqlive/live.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1022.m3u8

港澳G组,#genre#
AXN电影频玛,http://51.89.166.17:3002/index.php?id=axn_twn
EYE-戏剧频玛,http://51.89.166.17:3002/index.php?id=eyetvxiju_twn
八大第一频玛,http://51.89.166.17:3002/index.php?id=badafirst
八大戏剧频玛,http://51.89.166.17:3002/index.php?id=badadrama
八大娱乐频玛,http://51.89.166.17:3002/index.php?id=badaentertain
八大综合频玛,http://51.89.166.17:3002/index.php?id=badazhonghe
大爱贰台频玛,http://51.89.166.17:3002/index.php?id=daai2_twn
大爱壹台频玛,http://51.89.166.17:3002/index.php?id=daai_twn
东森财经频玛,http://51.89.166.17:3002/index.php?id=ettvcaijing_twn
东森电影频玛,http://51.89.166.17:3002/index.php?id=ettvmovie
东森戏剧频玛,http://51.89.166.17:3002/index.php?id=ettvdrama
东森新闻频玛,http://51.89.166.17:3002/index.php?id=ettvnews
东森洋片频玛,http://51.89.166.17:3002/index.php?id=ettvwestern
东森幼幼频玛,http://51.89.166.17:3002/index.php?id=yoyo_twn
东森综合频玛,http://51.89.166.17:3002/index.php?id=ettvzhonghe
凤凰香港频玛,http://51.89.166.17:3002/index.php?id=hkphoenix_twn
凤凰中文频玛,http://51.89.166.17:3002/index.php?id=phoenixtv_hd
凤凰资讯频玛,http://51.89.166.17:3002/index.php?id=phoenixinfo_hd
华视闽南频玛,http://51.89.166.17:3002/index.php?id=ctshd_twn
寰宇财经频玛,http://51.89.166.17:3002/index.php?id=huanyutaiwan_twn
寰宇新闻频玛,http://51.89.166.17:3002/index.php?id=huanyuxinwen_twn
龙祥电影频玛,http://51.89.166.17:3002/index.php?id=lungxiangtime_twn
美亚电影频玛,http://51.89.166.17:3002/index.php?id=meiyamovie_twn
民视第一频玛,http://51.89.166.17:3002/index.php?id=lunghuajingdian_twn
民视闽南频玛,http://51.89.166.17:3002/index.php?id=ftvhd_taiwan
民视新闻频玛,http://51.89.166.17:3002/index.php?id=ftvnew_taiwan
三立闽南频玛,http://51.89.166.17:3002/index.php?id=sanlitaiwan
三立戏剧频玛,http://51.89.166.17:3002/index.php?id=sanlixiju_twn
三立综合频玛,http://51.89.166.17:3002/index.php?id=sanlizhonghe
台视闽南频玛,http://51.89.166.17:3002/index.php?id=ttv_taiwan
台视新闻频玛,http://51.89.166.17:3002/index.php?id=ttvnews_twn
天映国玛,http://51.89.166.17:3002/index.php?id=Celestial
天映经典频玛,http://51.89.166.17:3002/index.php?id=Celestial2
天映闽玛,http://51.89.166.17:3002/index.php?id=Celestialindo
天映粤玛,http://51.89.166.17:3002/index.php?id=ctv18_twn
纬来电影频玛,http://51.89.166.17:3002/index.php?id=videolandmovie
纬来日本频玛,http://51.89.166.17:3002/index.php?id=videolandjapan
纬来体育频玛,http://51.89.166.17:3002/index.php?id=videolandsport
纬来综合频玛,http://51.89.166.17:3002/index.php?id=videolandzonghe
无线翡翠频玛,http://51.89.166.17:3002/index.php?id=Tvbjade
无线翡翠频玛,http://51.89.166.17:3002/index.php?id=jade_twn
无线明珠频玛,http://51.89.166.17:3002/index.php?id=pearl_twn
无线新闻频玛,http://51.89.166.17:3002/index.php?id=inews_twn
无线娱乐频玛,http://51.89.166.17:3002/index.php?id=Tvbentertainment
中视经典频玛,http://51.89.166.17:3002/index.php?id=zhongshi_twn
中视闽南频玛,http://51.89.166.17:3002/index.php?id=zhongshihd_twn
中视新闻频玛,http://51.89.166.17:3002/index.php?id=zhongshinews_twn
中天新闻频玛,http://51.89.166.17:3002/index.php?id=ctinews
中天亚洲频玛,http://51.89.166.17:3002/index.php?id=ctiasia_twn
中天娱乐频玛,http://51.89.166.17:3002/index.php?id=ctient
中天综合频玛,http://51.89.166.17:3002/index.php?id=ctizhonghe

港澳H组,#genre#
AXNTaiwan,http://smart.cityq.xyz:8278/axn_twn/playlist.m3u8?tid=MC6C9875939098759390&ct=19254&tsum=5a6772e6e852b06c1b5741eeb4002a1a
TVBS欢乐台备份,http://smart.cityq.xyz:8278/tvbshuanle_twn/playlist.m3u8?tid=MA5A9262292692622926&ct=19254&tsum=cd369d68a5d2c1a2fa04df748cda142c
八大第一GTVFirst,http://smart.cityq.xyz:8278/badafirst/playlist.m3u8?tid=MD2D8073200480732004&ct=19254&tsum=5cb051b366ad3740cebcc06a987d749e
八大戏剧GTVDrama,http://smart.cityq.xyz:8278/badadrama/playlist.m3u8?tid=MBCB2433143824331438&ct=19254&tsum=51660c351b3991d81434e43bd1ab720e
大爱1,http://smart.cityq.xyz:8278/daai_twn/playlist.m3u8?tid=ME5E3594665135946651&ct=19249&tsum=1628ac38fd6a79879fccae39de8e845b
东森电影ETTVMovie,http://smart.cityq.xyz:8278/ettvmovie/playlist.m3u8?tid=MBDB9268852192688521&ct=19254&tsum=7514b50ebc2e4b06f2e402578d0ac996
东森综合ETTVMetro,http://smart.cityq.xyz:8278/ettvzhonghe/playlist.m3u8?tid=MC4C1214674912146749&ct=19254&tsum=9b96a50ba99dca1a02a27b05a6fb4b0d
龙华经典,http://smart.cityq.xyz:8278/lunghuajingdian_twn/playlist.m3u8?tid=MC2C7597780175977801&ct=19249&tsum=b7602981567d8f0171e8de29154f5014
龙祥时代,http://smart.cityq.xyz:8278/lungxiangtime_twn/playlist.m3u8?tid=MFFF9299444992994449&ct=19226&tsum=98d6988c4c94e299cb1c151856c909a8

港澳I组,#genre#
AXNTaiwan,https://smart.pendy.dpdns.org/Smart.php?id=axn_twn
TVBAsia,https://smart.pendy.dpdns.org/Smart.php?id=Tvbasia
TVBClassic,https://smart.pendy.dpdns.org/Smart.php?id=Tvbclassic
TVBS欢乐台（备份）,https://smart.pendy.dpdns.org/Smart.php?id=tvbshuanle_twn
TVBS,https://smart.pendy.dpdns.org/Smart.php?id=tvbs
TVBSNews新闻,https://smart.pendy.dpdns.org/Smart.php?id=tvbs_n
八大第一GTVFirst,https://smart.pendy.dpdns.org/Smart.php?id=badafirst
八大戏剧GTVDrama,https://smart.pendy.dpdns.org/Smart.php?id=badadrama
八大娱乐GTVEntertainment,https://smart.pendy.dpdns.org/Smart.php?id=badaentertain
八大综合GTVMetro,https://smart.pendy.dpdns.org/Smart.php?id=badazhonghe
大爱1,https://smart.pendy.dpdns.org/Smart.php?id=daai_twn
大爱2,https://smart.pendy.dpdns.org/Smart.php?id=daai2_twn
东森电影ETTVMovie,https://smart.pendy.dpdns.org/Smart.php?id=ettvmovie
东森戏剧ETTVDrama,https://smart.pendy.dpdns.org/Smart.php?id=ettvdrama
东森洋片ETTVWestern,https://smart.pendy.dpdns.org/Smart.php?id=ettvwestern
东森幼幼YoyoTV,https://smart.pendy.dpdns.org/Smart.php?id=yoyo_twn
东森综合ETTVMetro,https://smart.pendy.dpdns.org/Smart.php?id=ettvzhonghe
凤凰香港,https://smart.pendy.dpdns.org/Smart.php?id=hkphoenix_twn
龙华经典,https://smart.pendy.dpdns.org/Smart.php?id=lunghuajingdian_twn
民视新闻台FTVNews,https://smart.pendy.dpdns.org/Smart.php?id=ftvnew_taiwan
三立台湾SanliTaiwan,https://smart.pendy.dpdns.org/Smart.php?id=sanlitaiwan
三立综合SanliMetro,https://smart.pendy.dpdns.org/Smart.php?id=sanlizhonghe
台视TTV,https://smart.pendy.dpdns.org/Smart.php?id=ttv_taiwan
纬来电影,https://smart.pendy.dpdns.org/Smart.php?id=videolandmovie
纬来体育,https://smart.pendy.dpdns.org/Smart.php?id=videolandsport
纬来综合,https://smart.pendy.dpdns.org/Smart.php?id=videolandzonghe
珍珠台,https://smart.pendy.dpdns.org/Smart.php?id=pearl_twn
中视,https://smart.pendy.dpdns.org/Smart.php?id=zhongshihd_twn
中天综合CTIMetro,https://smart.pendy.dpdns.org/Smart.php?id=ctizhonghe

港澳J组,#genre#
TVB明珠,http://php.jdshipin.com/smt.php?id=pearl_twn
TVB明珠台,http://php.jdshipin.com/PLTV/iptv.php?id=mzt2
TVB千禧经典,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
TVB无线华丽,http://php.jdshipin.com/TVOD/iptv.php?id=huali
TVB无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
TVB无线新闻,http://php.jdshipin.com/smt.php?id=inews_twn
TVB星河3,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
TVB亚洲武侠,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
TVB娱乐新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw
TVBJ1美,http://php.jdshipin.com/PLTV/iptv.php?id=j1
TVBPlus,http://php.jdshipin.com/PLTV/iptv.php?id=j2
TVBPlus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
TVBPlus,http://php.jdshipin.com/TVOD/iptv.php?id=tvbp
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com/smt.php?id=jade_twn
凤凰卫视,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰香港,http://php.jdshipin.com/PLTV/iptv.php?id=fhhk
凤凰香港频备,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
天映,http://php.jdshipin.com/smt.php?id=Celestial
天映经典,http://php.jdshipin.com/smt.php?id=Celestial2
无线翡翠,http://php.jdshipin.com/PLTV/iptv.php?id=fct
无线翡翠,http://php.jdshipin.com/PLTV/iptv.php?id=fct2
无线翡翠,http://php.jdshipin.com/PLTV/iptv.php?id=fct3
无线翡翠,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
无线翡翠,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
无线功夫,http://php.jdshipin.com/PLTV/iptv.php?id=yzwx
无线华丽,http://php.jdshipin.com/TVOD/iptv.php?id=huali2
无线华丽,http://php.jdshipin.com/smt.php?id=Tvbjade
无线明珠,http://php.jdshipin.com/PLTV/iptv.php?id=mzt
无线明珠,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
无线明珠英标,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
无线千禧,http://php.jdshipin.com/PLTV/iptv.php?id=tvbc
无线千禧,http://php.jdshipin.com/smt.php?id=Tvbclassic
无线娱乐,http://php.jdshipin.com/PLTV/iptv.php?id=tvbylxw
无线娱乐,http://php.jdshipin.com/smt.php?id=Tvbentertainment

港澳K组,#genre#
TVBS精采,https://4gtv.dxjc.pp.ua/li-4gtv-4gtv067/index.m3u8
华视,https://4gtv.dxjc.pp.ua/li-4gtv-4gtv041/index.m3u8
寰宇新闻台湾,https://4gtv.dxjc.pp.ua/li-4gtv-4gtv156/index.m3u8
靖天映画,https://4gtv.dxjc.pp.ua/li-4gtv-4gtv055/index.m3u8
台视财经,https://4gtv.dxjc.pp.ua/4gtv-4gtv056/index.m3u8
台湾戏剧,https://4gtv.dxjc.pp.ua/li-litv-longturn22/index.m3u8
影迷数位电影,https://4gtv.dxjc.pp.ua/li-4gtv-4gtv011/index.m3u8
影迷数位纪实,https://4gtv.dxjc.pp.ua/li-litv-ftv15/index.m3u8
中视,https://4gtv.dxjc.pp.ua/li-4gtv-4gtv040/index.m3u8
猪哥亮歌厅秀,https://4gtv.dxjc.pp.ua/4gtv-4gtv006/index.m3u8
猪哥亮歌厅秀,https://4gtv.dxjc.pp.ua/li-4gtv-4gtv006/index.m3u8

港澳L组,#genre#
TVBS新闻台,https://www.youtube.com/watch?v=m_dhMSvUCIc
东森财经新闻台,https://www.youtube.com/watch?v=LbS-xQ67fos
东森新闻台,https://www.youtube.com/live/V1p33hqPrUk?si=IyGTwsTSIL7hXDKN
华视新闻台,https://www.youtube.com/watch?v=wM0g8EoUZ_E
寰宇新闻台,https://www.youtube.com/watch?v=6IquAgfvYmc
民视新闻台,https://www.youtube.com/watch?v=ylYJSBUgaMA
三立NEWS+,https://www.youtube.com/watch?v=oZdzzvxTfUY
三立iNEWS,https://www.youtube.com/watch?v=CKjSm5ZeehE
三立新闻台,https://www.youtube.com/watch?v=FoBfXvlOR6I
台视新闻台,https://www.youtube.com/watch?v=xL0ch83RAK8
中视新闻台,https://www.youtube.com/watch?v=TCnaIE_SAtM
中天新闻1台,https://www.youtube.com/watch?v=oIgbl7t0S_w
中天新闻2台,https://www.youtube.com/watch?v=WPfPjbOLNfE

港澳M组,#genre#
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40
东森洋片,https://cdn.iptv8k.top/dl/jrys.php?id=232&time=20240926215313&ip=111.229.253.40
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=220&time=20240926215313&ip=111.229.253.40
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=221&amp;time=20240926215313&amp;ip=111.229.253.40
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=221&time=20240926215313&ip=111.229.253.40
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40
凤凰香港,https://cdn.iptv8k.top/dl/jrys.php?id=18&time=20240926215313&ip=111.229.253.40
凤凰中文,https://cdn.iptv8k.top/dl/jrys.php?id=19&time=20240926215313&ip=111.229.253.40
靖天戏剧,https://cdn.iptv8k.top/dl/jrys.php?id=318&time=20240926215313&ip=111.229.253.40
靖天映画,https://cdn.iptv8k.top/dl/jrys.php?id=320&time=20240926215313&ip=111.229.253.40
靖天资讯,https://cdn.iptv8k.top/dl/jrys.php?id=315&time=20240926215313&ip=111.229.253.40
三立台湾,https://cdn.iptv8k.top/dl/jrys.php?id=269&time=20240926215313&ip=111.229.253.40
三立新闻,https://cdn.iptv8k.top/dl/jrys.php?id=273&time=20240926215313&ip=111.229.253.40
天映经典,https://cdn.iptv8k.top/dl/jrys.php?id=71&time=20240926215313&ip=111.229.253.40
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=291&time=20240926215313&ip=111.229.253.40
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&amp;time=20240926215313&amp;ip=111.229.253.40
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&time=20240926215313&ip=111.229.253.40
纬来育乐,https://cdn.iptv8k.top/dl/jrys.php?id=289&time=20240926215313&ip=111.229.253.40

港澳N组,#genre#
东森电影频斯,http://free.cnlive.club/channel/n5502f4.m3u8
东森新闻频斯,http://free.cnlive.club/channel/n88aa83.m3u8
凤凰资讯频斯,http://free.cnlive.club/channel/n4966a4fb.m3u8
寰宇新闻频斯,http://free.cnlive.club/channel/n43c34be8.m3u8
中视经典频斯,http://free.cnlive.club/channel/4291e438.m3u8
中天新闻频斯,http://free.cnlive.club/channel/41d8a09d.m3u8

港澳O组,#genre#
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklistw70581102.m3u8
番薯音乐,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8#http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/playlist.m3u8

港澳P组,#genre#
凤凰卫视香港,http://jlyzzgfhyeao.ap-northeast-1.clawcloudrun.com/smart.php?id=hkphoenix_twn&token=ffmking
凤凰卫视中文,http://jlyzzgfhyeao.ap-northeast-1.clawcloudrun.com/smart.php?id=phoenixtv_hd&token=ffmking
凤凰卫视资讯,http://jlyzzgfhyeao.ap-northeast-1.clawcloudrun.com/smart.php?id=phoenixinfo_hd&token=ffmking
华视,http://jlyzzgfhyeao.ap-northeast-1.clawcloudrun.com/smart.php?id=ctshd_twn&token=ffmking
台视,http://jlyzzgfhyeao.ap-northeast-1.clawcloudrun.com/smart.php?id=ttv_taiwan&token=ffmking
中视,http://jlyzzgfhyeao.ap-northeast-1.clawcloudrun.com/smart.php?id=zhongshihd_twn&token=ffmking

港澳Q组,#genre#
华视,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv041&sd=1080&proxy=false
寰宇财经,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv158&sd=1080&proxy=false
龙华经典,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn21&sd=1080&proxy=false
龙华卡通,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn01&sd=1080&proxy=false
龙华偶像,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn12&sd=1080&proxy=false
龙华日韩,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn11&sd=1080&proxy=false
龙华洋片,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn02&sd=1080&proxy=false
台视,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv066&sd=1080&proxy=false
台湾戏剧,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn22&sd=1080&proxy=false
中视,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv040&sd=1080&proxy=false

港澳R组,#genre#
美亚电影,https://smt.1678520.xyz/smt3.2.1.php?id=meiyamovie_twn
天映,https://smt.1678520.xyz/smt3.2.1.php?id=Celestial
天映经典,https://smt.1678520.xyz/smt3.2.1.php?id=Celestial2
无线翡翠,https://smt.1678520.xyz/smt3.2.1.php?id=jade_twn
无线明珠,https://smt.1678520.xyz/smt3.2.1.php?id=pearl_twn
无线千禧,https://smt.1678520.xyz/smt3.2.1.php?id=Tvbclassic
无线娱乐,https://smt.1678520.xyz/smt3.2.1.php?id=Tvbentertainment

