更新时间,#genre#
20250810-18-24-57,url


RespoTime,whitelist,#genre#
317.44ms,哈哈炫动,https://stream1.freetv.fun/ha-ha-xuan-dong-1.m3u8
317.45ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-9.m3u8
317.51ms,邢台综合,https://stream1.freetv.fun/xing-tai-zong-he-4.m3u8
317.56ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-15.m3u8
317.59ms,邢台综合,https://stream1.freetv.fun/xing-tai-zong-he-8.m3u8
317.63ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-24.m3u8
317.65ms,广东卫视,http://bf11e1.tv.netsite.cc/proxy/573869971/573869971.m3u8
317.74ms,湖南电影,https://stream1.freetv.fun/hu-nan-dian-ying-15.m3u8
317.86ms,安徽卫视,https://stream1.freetv.fun/21954b8aca89d17d6b188ebaa4a9782b8ede2997ba5434e49fa4c3bd45a4ef9a.m3u8
317.91ms,淘电影,https://stream1.freetv.fun/tao-dian-ying-16.ctv
317.93ms,家庭影院,https://stream1.freetv.fun/jia-ting-ying-yuan-13.m3u8
318.00ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-20.m3u8
318.05ms,汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-15.ctv
318.09ms,甘肃卫视,http://c7280d.tv.netsite.cc/proxy/1209404373/1209404373.m3u8
318.11ms,石家庄生活,https://stream1.freetv.fun/shi-jia-zhuang-sheng-huo-10.ctv
318.16ms,湖南娱乐,https://stream1.freetv.fun/hu-nan-yu-le-11.m3u8
318.16ms,河北农民,https://stream1.freetv.fun/he-bei-nong-min-18.ctv
318.24ms,河北农民,https://stream1.freetv.fun/he-bei-nong-min-24.m3u8
318.25ms,黑龙江都市,https://stream1.freetv.fun/ipv6-hei-long-jiang-du-shi-12.m3u8
318.32ms,广州新闻,https://stream1.freetv.fun/yan-zhou-xin-wen-19.ctv
318.33ms,河南卫视,https://stream1.freetv.fun/0f698a15b7719ff8e12e8d788e7fd4f5955597bf245c8c8ca8fbd4be6dec7cbd.m3u8
318.34ms,嘉佳卡通,https://stream1.freetv.fun/jia-jia-qia-tong-6.m3u8
318.43ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-27.m3u8
318.43ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-8.ctv
318.43ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-9.m3u8
318.46ms,香港卫视,https://stream1.freetv.fun/86d463c0006da643e45e26b34875df87059dcba13e69d0a5471b185793c122a2.m3u8
318.47ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-18.ctv
318.52ms,求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-8.m3u8
318.54ms,金鹰纪实,https://stream1.freetv.fun/ipv6-jin-ying-ji-shi-22.m3u8
318.58ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-23.m3u8
318.61ms,广州综合,https://stream1.freetv.fun/yan-zhou-zong-he-20.m3u8
318.65ms,杭州生活,https://stream1.freetv.fun/hang-zhou-sheng-huo-2.ctv
318.66ms,佛山公共,https://stream1.freetv.fun/fo-shan-gong-gong-10.ctv
318.69ms,广州综合,https://stream1.freetv.fun/yan-zhou-zong-he-1.m3u8
318.70ms,云南卫视,https://stream1.freetv.fun/e25d0a6da5b4ebba804a0e085531db9ac3d061c227a444b068b0227c0c4d9b10.m3u8
318.77ms,湖南娱乐,https://stream1.freetv.fun/hu-nan-yu-le-13.m3u8
318.96ms,湖南经视,https://stream1.freetv.fun/hu-nan-jing-shi-13.m3u8
319.11ms,浙江卫视,http://c4a22b.tv.netsite.cc/proxy/2059640241/2059640241.m3u8
319.21ms,云南卫视,https://stream1.freetv.fun/c0407d14e70f9c1bdefe20bce70e50163a638aab3cfc26c2f10d4057d5a41314.m3u8
319.22ms,淘电影,https://stream1.freetv.fun/tao-dian-ying-8.ctv
319.25ms,CCTV5+,http://9943a6.tv.netsite.cc/proxy/485668034/485668034.m3u8
319.26ms,广东珠江,https://stream1.freetv.fun/ipv6-yan-dong-zhu-jiang-1.m3u8
319.31ms,广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-2.ctv
319.41ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-15.ctv
319.41ms,福建综合,https://stream1.freetv.fun/fu-jian-zong-he-2.m3u8
319.51ms,上海纪实,http://4eae7f.tv.netsite.cc/proxy/1975883896/1975883896.m3u8
319.64ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-gao-qing-1.m3u8
319.72ms,龙华戏剧,https://stream1.freetv.fun/long-hua-xi-ju-6.m3u8
319.75ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-29.m3u8
319.75ms,湖州公共,https://stream1.freetv.fun/hu-zhou-gong-gong-1.m3u8
319.77ms,CCTV12-社会与法,https://stream1.freetv.fun/2c98c616dcd0625e1925f95296d9a84fa33e6837825cc93edd4ec07f6d4b6ac0.m3u8
319.89ms,新疆卫视,https://stream1.freetv.fun/15fb5462d06ca316ffe3175b1e210010fce93382769dc69a2102532fbe8c3e8b.m3u8
319.91ms,嘉佳卡通,https://stream1.freetv.fun/jia-jia-qia-tong-11.ctv
319.97ms,黑龙江少儿,https://stream1.freetv.fun/hei-long-jiang-shao-er-15.m3u8
320.06ms,CCTV8-电视剧,https://stream1.freetv.fun/d98b30c22ad09aa1358e0941e40eafbdf1e9cd179ee8b31a53f5a22ef1bf688b.m3u8
320.06ms,CCTV1,http://f28cdb.tv.netsite.cc/proxy/1387573383/1387573383.m3u8
320.07ms,嘉佳卡通,https://stream1.freetv.fun/jia-jia-qia-tong-20.ctv
320.11ms,CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-4.m3u8
320.11ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-21.ctv
320.14ms,湖南娱乐,https://stream1.freetv.fun/hu-nan-yu-le-10.m3u8
320.15ms,广州综合,https://stream1.freetv.fun/yan-zhou-zong-he-15.ctv
320.20ms,云南卫视,https://stream1.freetv.fun/9e6b41e02955474787ca4067351aee590117d001c66f67e91ae48966cb034bb9.m3u8
320.22ms,湖北综合,https://stream1.freetv.fun/hu-bei-zong-he-9.m3u8
320.42ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-32.ctv
320.53ms,南宁新闻综合,https://stream1.freetv.fun/nan-zhu-xin-wen-zong-he-4.m3u8
320.65ms,杭州综合,https://stream1.freetv.fun/hang-zhou-zong-he-1.ctv
320.66ms,湖南教育,https://stream1.freetv.fun/hu-nan-jiao-yu-2.m3u8
320.66ms,广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-3.m3u8
320.67ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-37.ctv
320.73ms,金鹰卡通,https://stream1.freetv.fun/ipv6-jin-ying-qia-tong-10.m3u8
320.75ms,甘肃卫视,https://stream1.freetv.fun/d882823572450d16d54595911be2aa8031496bf0a78bda85a748b73778e0d1af.m3u8
320.76ms,经典电影,https://stream1.freetv.fun/jing-dian-dian-ying-8.m3u8
320.77ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-31.m3u8
320.81ms,CCTV13-新闻,http://c4a22b.tv.netsite.cc/proxy/1942371728/1942371728.m3u8
320.89ms,家庭影院,https://stream1.freetv.fun/jia-ting-ying-yuan-2.m3u8
320.94ms,新疆卫视,https://stream1.freetv.fun/674920ceab1d54e60eb79d53a3e465c5cf568f68dc82977a6ef79362cec859ca.m3u8
320.99ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-25.ctv
321.03ms,经典电影,https://stream1.freetv.fun/jing-dian-dian-ying-20.ctv
321.08ms,浙江民生休闲,https://stream1.freetv.fun/zhe-jiang-min-sheng-xiu-xian-2.m3u8
321.09ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-1.ctv
321.10ms,青海卫视,https://stream1.freetv.fun/f664f33ce54eb11de1f25dd5cd89fe19b8de206730dc3a8c8d4884e0e4039c07.m3u8
321.13ms,浙江新闻,https://stream1.freetv.fun/zhe-jiang-xin-wen-5.m3u8
321.21ms,黑龙江都市,https://stream1.freetv.fun/ipv6-hei-long-jiang-du-shi-5.m3u8
321.29ms,CHC动作电影,https://stream1.freetv.fun/ipv6-chcdong-zuo-dian-ying-24.m3u8
321.32ms,金鹰卡通,https://stream1.freetv.fun/jin-ying-qia-tong-38.m3u8
321.44ms,CCTV6-电影,https://stream1.freetv.fun/f4264b8f233d614b7c6b9d750e6d580998588407ea1854207a4e8c8c3327d682.m3u8
321.44ms,福建综合,https://stream1.freetv.fun/fu-jian-zong-he-5.m3u8
321.48ms,经典电影,https://stream1.freetv.fun/jing-dian-dian-ying-2.ctv
321.52ms,运城科技教育,https://stream1.freetv.fun/yun-cheng-ke-ji-jiao-yu-2.m3u8
321.54ms,三沙卫视,https://stream1.freetv.fun/san-sha-wei-shi-47.m3u8
321.67ms,农林卫视,https://stream1.freetv.fun/cb703e6e694023c63361a9fd5db877c3d6b00dd7e4e63c6e4d5ccf56f8b3a58b.m3u8
321.71ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-13.m3u8
321.74ms,CHC影迷电影,https://stream1.freetv.fun/chcgao-qing-dian-ying-5.m3u8
321.77ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-18.ctv
321.81ms,浙江生活,https://stream1.freetv.fun/zhe-jiang-jing-ji-sheng-huo-1.ctv
321.84ms,青海卫视,https://stream1.freetv.fun/deaa20e0dee0586cff9865553a834a8c953550e0536954e6e150c89839aefab8.m3u8
321.85ms,内蒙古卫视,https://stream1.freetv.fun/nei-meng-gu-wei-shi-42.m3u8
321.88ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-3.ctv
321.98ms,江门综合,https://stream1.freetv.fun/jiang-men-zong-he-14.ctv
322.02ms,广州综合,https://stream1.freetv.fun/yan-zhou-zong-he-23.ctv
322.10ms,湖南娱乐,https://stream1.freetv.fun/hu-nan-yu-le-14.m3u8
322.13ms,CCTV11,http://f28cdb.tv.netsite.cc/proxy/421024024/421024024.m3u8
322.19ms,武乡新闻综合,https://stream1.freetv.fun/wu-xiang-xin-wen-zong-he-1.m3u8
322.20ms,动物星球,https://stream1.freetv.fun/dong-wu-xing-qiu-3.m3u8
322.21ms,内蒙古卫视,https://stream1.freetv.fun/ad7314a16b55c53ae78c2117774a007d72a550e07646ad5c29347c06b01a6a39.m3u8
322.33ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-gao-qing-1.m3u8
322.34ms,佛山影视,https://stream1.freetv.fun/fo-shan-ying-shi-18.ctv
322.36ms,CNN,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8
322.40ms,CCTV12,http://ced8ee.tv.netsite.cc/proxy/1321786312/1321786312.m3u8
322.51ms,石家庄生活,https://stream1.freetv.fun/shi-jia-zhuang-sheng-huo-5.ctv
322.54ms,金鹰卡通,https://stream1.freetv.fun/f563b977599985b4eecdad9c802930fc79a2adbd22b40712ec657cba6adc5fcf.m3u8
322.67ms,江门综合,https://stream1.freetv.fun/jiang-men-zong-he-1.ctv
322.68ms,CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-1.ctv
322.68ms,石家庄新闻综合,https://stream1.freetv.fun/shi-jia-zhuang-xin-wen-zong-he-10.m3u8
322.86ms,湖北生活,https://stream1.freetv.fun/hu-bei-sheng-huo-5.ctv
322.90ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-1.ctv
322.91ms,上饶新闻综合,https://stream1.freetv.fun/shang-rao-xin-wen-zong-he-1.ctv
323.03ms,山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-21.m3u8
323.15ms,黑龙江影视,https://stream1.freetv.fun/hei-long-jiang-ying-shi-17.m3u8
323.39ms,河北农民,https://stream1.freetv.fun/he-bei-nong-min-14.m3u8
323.42ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-20.m3u8
323.45ms,嘉佳卡通,https://stream1.freetv.fun/jia-jia-qia-tong-5.ctv
323.45ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-6.m3u8
323.45ms,广州综合,https://stream1.freetv.fun/yan-zhou-zong-he-3.ctv
323.46ms,经典电影,https://stream1.freetv.fun/jing-dian-dian-ying-10.ctv
323.53ms,黑龙江都市,https://stream1.freetv.fun/ipv6-hei-long-jiang-du-shi-11.m3u8
323.56ms,湖南经视,https://stream1.freetv.fun/hu-nan-jing-shi-12.m3u8
323.56ms,福建新闻,https://stream1.freetv.fun/fu-jian-xin-wen-3.m3u8
323.64ms,湖州公共,https://stream1.freetv.fun/hu-zhou-gong-gong-7.m3u8
323.76ms,辽宁都市,https://stream1.freetv.fun/liao-zhu-du-shi-4.m3u8
323.80ms,武汉一台新闻综合,https://stream1.freetv.fun/wu-yi-yi-tai-xin-wen-zong-he-1.m3u8
323.87ms,福建综合,https://stream1.freetv.fun/fu-jian-zong-he-1.m3u8
323.92ms,黑龙江影视,https://stream1.freetv.fun/ipv6-hei-long-jiang-ying-shi-10.m3u8
324.08ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-9.m3u8
324.12ms,湖南经视,https://stream1.freetv.fun/hu-nan-jing-shi-6.m3u8
324.23ms,广州综合,https://stream1.freetv.fun/yan-zhou-zong-he-11.m3u8
324.45ms,CCTV10-科教,http://bf11e1.tv.netsite.cc/proxy/2131132936/2131132936.m3u8
324.79ms,福建少儿,https://stream1.freetv.fun/fu-jian-shao-er-6.ctv
324.86ms,黑龙江新闻法治,https://stream1.freetv.fun/hei-long-jiang-xin-wen-fa-zhi-7.m3u8
325.05ms,湖南国际,https://stream1.freetv.fun/hu-nan-guo-ji-10.m3u8
325.08ms,CHC影迷电影,https://stream1.freetv.fun/chcgao-qing-dian-ying-9.m3u8
325.18ms,河南民生,https://stream1.freetv.fun/he-nan-min-sheng-6.m3u8
325.20ms,石家庄生活,https://stream1.freetv.fun/shi-jia-zhuang-sheng-huo-7.ctv
325.27ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-15.ctv
325.32ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-13.ctv
325.62ms,湖北经视,https://stream1.freetv.fun/hu-bei-jing-shi-8.m3u8
325.80ms,CCTV15-音乐,https://stream1.freetv.fun/30df9bcbf1e18a973565cd2d06034f4b990ed08e51432dff8e73cab327b88ba8.m3u8
325.80ms,淘电影,https://stream1.freetv.fun/tao-dian-ying-7.m3u8
325.85ms,湖北影视,https://stream1.freetv.fun/hu-bei-ying-shi-9.m3u8
325.90ms,CCTV4-中文国际,https://api.olelive.com/dis/live/CCTV4HD/hls.m3u8
326.00ms,北京卫视,https://stream1.freetv.fun/4818396cf704a1fe08bc0f303152581f80cdd52f250f909e4989ffb3e3ca1f38.m3u8
326.06ms,黑龙江都市,https://stream1.freetv.fun/ipv6-hei-long-jiang-du-shi-22.ctv
326.08ms,经典电影,https://stream1.freetv.fun/jing-dian-dian-ying-9.ctv
326.18ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-10.ctv
326.25ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-14.m3u8
326.28ms,湖北影视,https://stream1.freetv.fun/hu-bei-ying-shi-16.m3u8
326.28ms,广西卫视,http://0a736a.tv.netsite.cc/proxy/102904669/102904669.m3u8
326.39ms,嘉佳卡通,https://stream1.freetv.fun/jia-jia-qia-tong-4.ctv
326.43ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-21.m3u8
326.52ms,求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-9.m3u8
326.53ms,江门综合,https://stream1.freetv.fun/jiang-men-zong-he-2.ctv
326.66ms,湖北教育,https://stream1.freetv.fun/hu-bei-jiao-yu-12.m3u8
326.70ms,新疆卫视,https://stream1.freetv.fun/cae971892ef630227c1dfb4d1d6c1c8e12cc2fbb74359c37884a31f76e7c8751.m3u8
326.78ms,CHC影迷电影,https://stream1.freetv.fun/ipv6-chcying-mi-dian-ying-10.m3u8
326.90ms,浙江民生休闲,https://stream1.freetv.fun/zhe-jiang-min-sheng-3.m3u8
326.93ms,福建新闻,https://stream1.freetv.fun/fu-jian-xin-wen-5.ctv
327.15ms,黑龙江少儿,https://stream1.freetv.fun/hei-long-jiang-shao-er-13.m3u8
327.23ms,九品芝麻官,https://ukzy.ukubf4.com/20220407/CQI7owSE/index.m3u8
327.30ms,湖北影视,https://stream1.freetv.fun/hu-bei-ying-shi-6.m3u8
327.30ms,武汉教育,https://stream1.freetv.fun/wu-yi-jiao-yu-7.m3u8
327.30ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-5.ctv
327.40ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-15.m3u8
327.57ms,湖北经视,https://stream1.freetv.fun/hu-bei-jing-shi-4.m3u8
327.68ms,北京卫视,https://stream1.freetv.fun/d72c92b51bcf39a00530b020cb2e90b28e57622feff7e4915cacde3469c044fd.m3u8
327.72ms,佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-19.ctv
327.90ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-9.ctv
328.03ms,浙江生活,https://stream1.freetv.fun/zhe-jiang-jing-ji-sheng-huo-8.ctv
328.04ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-4.m3u8
328.05ms,湖北垄上,https://stream1.freetv.fun/hu-bei-long-shang-6.m3u8
328.05ms,上饶新闻综合,https://stream1.freetv.fun/shang-rao-xin-wen-zong-he-3.m3u8
328.10ms,金川新闻综合,https://stream1.freetv.fun/jin-chuan-xin-wen-zong-he-1.m3u8
328.18ms,福建经济,https://stream1.freetv.fun/fu-jian-jing-ji-2.m3u8
328.32ms,叙州新闻综合,https://stream1.freetv.fun/xu-zhou-xin-wen-zong-he-6.m3u8
328.46ms,山东少儿,https://stream1.freetv.fun/shan-dong-shao-er-9.m3u8
328.62ms,叙州新闻综合,https://stream1.freetv.fun/xu-zhou-xin-wen-zong-he-3.m3u8
328.75ms,优漫卡通,https://stream1.freetv.fun/you-man-qia-tong-15.m3u8
328.83ms,黑龙江都市,https://stream1.freetv.fun/ipv6-hei-long-jiang-du-shi-3.m3u8
329.00ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-25.ctv
329.01ms,江夏新闻综合,https://stream1.freetv.fun/jiang-xia-xin-wen-zong-he-4.m3u8
329.07ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-9.ctv
329.08ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-23.ctv
329.27ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-22.ctv
329.32ms,河北都市,https://stream1.freetv.fun/he-bei-du-shi-7.m3u8
329.37ms,十堰新闻,https://stream1.freetv.fun/shi-yan-xin-wen-8.m3u8
329.77ms,佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-1.ctv
329.78ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-24.ctv
329.94ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-16.ctv
330.18ms,湖北教育,https://stream1.freetv.fun/hu-bei-jiao-yu-7.ctv
330.23ms,青海卫视,https://stream1.freetv.fun/qing-hai-wei-shi-27.m3u8
330.52ms,汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-1.ctv
330.53ms,求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-17.m3u8
330.58ms,湖北生活,https://stream1.freetv.fun/hu-bei-sheng-huo-9.m3u8
330.74ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-25.m3u8
330.75ms,嘉佳卡通,https://stream1.freetv.fun/jia-jia-qia-tong-17.ctv
330.99ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-19.ctv
331.07ms,浙江少儿,https://stream1.freetv.fun/zhe-jiang-shao-er-10.ctv
331.10ms,河北农民,https://stream1.freetv.fun/he-bei-nong-min-23.m3u8
331.12ms,河北农民,https://stream1.freetv.fun/he-bei-nong-min-12.m3u8
331.14ms,安徽综艺体育,https://stream1.freetv.fun/an-hui-zong-yi-ti-yu-5.m3u8
331.36ms,广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-19.m3u8
331.46ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-5.m3u8
331.51ms,嘉佳卡通,https://stream1.freetv.fun/jia-jia-qia-tong-9.ctv
331.59ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-3.m3u8
331.70ms,河北农民,https://stream1.freetv.fun/he-bei-nong-min-13.ctv
331.92ms,石家庄生活,https://stream1.freetv.fun/shi-jia-zhuang-sheng-huo-1.ctv
332.20ms,金鹰卡通,https://stream1.freetv.fun/jin-ying-qia-tong-3.m3u8
332.21ms,金鹰卡通,https://stream1.freetv.fun/jin-ying-qia-tong-18.m3u8
332.23ms,动物星球,https://stream1.freetv.fun/dong-wu-xing-qiu-1.m3u8
332.38ms,CCTV1-综合,http://a21709.tv.netsite.cc/proxy/1387573383/1387573383.m3u8
332.74ms,CCTV1,http://0a736a.tv.netsite.cc/proxy/1387573383/1387573383.m3u8
332.95ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-2.ctv
333.03ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-28.m3u8
333.05ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-10.ctv
333.18ms,黑龙江都市,https://stream1.freetv.fun/ipv6-hei-long-jiang-du-shi-9.m3u8
333.22ms,杭州影视,https://stream1.freetv.fun/hang-zhou-ying-shi-2.ctv
333.22ms,CCTV1-综合,http://09a1f2.tv.netsite.cc/proxy/1387573383/1387573383.m3u8
333.38ms,经典电影,https://stream1.freetv.fun/jing-dian-dian-ying-1.m3u8
333.47ms,乐山新闻综合,https://stream1.freetv.fun/le-shan-xin-wen-zong-he-1.m3u8
333.51ms,上海南浦大桥,http://4eae7f.tv.netsite.cc/proxy/1514561649/1514561649.m3u8
333.57ms,湖北教育,https://stream1.freetv.fun/hu-bei-jiao-yu-1.ctv
333.65ms,三沙卫视,http://2d026c.tv.netsite.cc/proxy/1337100319/1337100319.m3u8
333.69ms,浙江民生休闲,https://stream1.freetv.fun/zhe-jiang-min-sheng-6.m3u8
333.73ms,河北农民,https://stream1.freetv.fun/he-bei-nong-min-19.m3u8
333.82ms,广东珠江,https://stream1.freetv.fun/ipv6-yan-dong-zhu-jiang-8.m3u8
333.95ms,安徽经济生活,https://stream1.freetv.fun/an-hui-jing-ji-sheng-huo-6.m3u8
333.95ms,河南民生,https://stream1.freetv.fun/he-nan-min-sheng-5.m3u8
333.99ms,淘电影,https://stream1.freetv.fun/tao-dian-ying-10.ctv
333.99ms,十堰新闻,https://stream1.freetv.fun/shi-yan-xin-wen-6.m3u8
334.04ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-17.ctv
334.07ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-28.m3u8
334.28ms,福建新闻,https://stream1.freetv.fun/fu-jian-xin-wen-2.m3u8
334.35ms,哈尔滨新闻综合,https://stream1.freetv.fun/ipv6-ha-er-bin-xin-wen-zong-he-6.ctv
334.36ms,四川科教,https://stream1.freetv.fun/si-chuan-ke-jiao-5.m3u8
334.46ms,苏州新闻综合,https://stream1.freetv.fun/su-zhou-xin-wen-zong-he-13.m3u8
334.58ms,十堰新闻,https://stream1.freetv.fun/shi-yan-xin-wen-7.m3u8
334.85ms,CCTV1,http://ced8ee.tv.netsite.cc/proxy/1387573383/1387573383.m3u8
334.94ms,湖北生活,https://stream1.freetv.fun/hu-bei-sheng-huo-2.m3u8
335.20ms,湖北影视,https://stream1.freetv.fun/hu-bei-ying-shi-11.m3u8
335.33ms,安徽综艺体育,https://stream1.freetv.fun/an-hui-zong-yi-ti-yu-2.m3u8
335.44ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-28.m3u8
335.55ms,湖北教育,https://stream1.freetv.fun/hu-bei-jiao-yu-4.m3u8
335.57ms,福建经济,https://stream1.freetv.fun/fu-jian-jing-ji-1.m3u8
335.83ms,山东新闻,https://stream1.freetv.fun/shan-dong-xin-wen-7.m3u8
335.87ms,山东新闻,https://stream1.freetv.fun/shan-dong-xin-wen-2.m3u8
335.89ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-9.m3u8
335.95ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-13.m3u8
335.97ms,CHC动作电影,https://stream1.freetv.fun/ipv6-chcdong-zuo-dian-ying-8.m3u8
335.99ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-6.m3u8
336.02ms,CHC动作电影,https://stream1.freetv.fun/ipv6-chcdong-zuo-dian-ying-18.m3u8
336.25ms,VIUTV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
336.58ms,淘电影,https://stream1.freetv.fun/tao-dian-ying-4.m3u8
336.58ms,湖北经视,https://stream1.freetv.fun/hu-bei-jing-shi-7.m3u8
336.71ms,黑龙江都市,https://stream1.freetv.fun/ipv6-hei-long-jiang-du-shi-20.m3u8
336.85ms,广东珠江,https://stream1.freetv.fun/943a56c1980ac8d65adeb0603437a8cd8da6241b019e93bba89c37ff050946e5.m3u8
337.07ms,汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-6.ctv
337.18ms,湖南都市,https://stream1.freetv.fun/hu-nan-du-shi-5.m3u8
337.40ms,山东新闻,https://stream1.freetv.fun/shan-dong-xin-wen-3.m3u8
337.64ms,荆门新闻综合,https://stream1.freetv.fun/jing-men-xin-wen-zong-he-4.m3u8
337.69ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-8.ctv
337.85ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-25.ctv
338.38ms,福建经济,https://stream1.freetv.fun/fu-jian-jing-ji-5.m3u8
338.49ms,鄞州二套,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090936.m3u8?zzhed
338.54ms,湖北生活,https://stream1.freetv.fun/hu-bei-sheng-huo-3.ctv
338.91ms,湖北经视,https://stream1.freetv.fun/hu-bei-jing-shi-22.m3u8
339.02ms,安徽综艺体育,https://stream1.freetv.fun/an-hui-zong-yi-ti-yu-8.m3u8
339.08ms,淘电影,https://stream1.freetv.fun/tao-dian-ying-17.ctv
339.45ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-34.ctv
339.54ms,湖北经视,https://stream1.freetv.fun/hu-bei-jing-shi-3.m3u8
339.65ms,江门综合,https://stream1.freetv.fun/jiang-men-zong-he-10.ctv
339.68ms,黑龙江都市,https://stream1.freetv.fun/ipv6-hei-long-jiang-du-shi-18.m3u8
339.78ms,动漫秀场,https://stream1.freetv.fun/3db4e163a68d0e426d82c41072c03763ff9708ec882448590e3096d87f073067.m3u8
339.96ms,优漫卡通,https://stream1.freetv.fun/you-man-qia-tong-30.m3u8
340.23ms,苏州生活资讯,https://stream1.freetv.fun/su-zhou-sheng-huo-zi-xun-1.m3u8
340.51ms,安徽经济生活,https://stream1.freetv.fun/an-hui-jing-ji-sheng-huo-5.m3u8
340.59ms,湖北垄上,https://stream1.freetv.fun/hu-bei-long-shang-3.m3u8
340.86ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-2.ctv
340.91ms,安徽综艺体育,https://stream1.freetv.fun/an-hui-zong-yi-ti-yu-4.ctv
